owner,bal0,tx_sent_count,wallet_age_days,ran,first_wd_hours,wd_win
0x09cf50574504d9dcf127e848a6058e8e0bb814aa,1552626.0813140003,520,336,0,,0
0xeb7ae9d125442a5b4ed57fe7c4cbc87512b02ada,1549185.6483569997,6572,810,0,,0
0x174b079bb5aeb7a7ffa2a6407b906a844738428d,1548456.1327759996,1412,1368,0,,0
0xe66c21632e5fe9884b43c9b2573a61373a7264d9,1526358.938816,885,942,0,,0
0xc037af4cc87a7f736f3e05c5b8347576c8ebb79a,1525000,0,,0,,0
0x263ff94cdc4913cd36efda07f153ce43860873ad,1523410.424265,45,248,1,49,300000
0xabbd5b2b0b034781e58434736728b9d0673de7f1,1510104.8748950004,281,446,1,47,600000
0x801a8b12c6a6bd62dad7f2a8b3d8496c8d0857af,1503560.7056759999,9163,953,0,,0
0x59275149ee03ac34f8a94ea9063359bad5527a78,1503153.565965,229,690,0,,0
0x5de4ca716bc806c79286ee0bab92a585da214043,1500995.2972880001,1733,834,0,,0
0xb5c4402ff7cbe97785dddc768c4e3a4f033474fb,1500389.7921380047,367,183,1,73,501590.733207
0xb20d7fab518cd15107dec8dc65d28253e342f685,1500000,0,,0,,0
0x54514415318818f968f8738dcdbcaab716a2f3e5,1500000,0,,0,,0
0xdc77b2c59db1b02f988e8e08a60fbe9139447cc3,1499929,60,207,1,45,1300000
0xa3475ce5210292b9c430ac9d963ec397df1a5f8d,1499148.9760580002,642,934,0,,0
0x2b6efcce98fe1e46967f8ce49bd258007c796945,1497835.1328939998,808,995,0,,0
0xcaee87c5b3542ce73016b1409ec382fbab83173d,1479101.538421,0,,0,,0
0xaa58d64f9ca0d6436f903a4d590ad8e5982c8030,1462000,73,161,1,44,1469874.347405
0x1e5d21a1aeae688d145b370e0bc78cf2c94db08d,1461291.0678840003,362,553,0,,0
0x23d3285bfe4fd42965a821f3aecf084f5bd40ef4,1459277.0637909998,0,,0,,0
0x639671019ddd8ec28d35113d8d1c5f1bbfd7e0be,1452543.2519890002,0,,0,,0
0xde6c0faaeab798ce707de7330d3390b6803efc5a,1439378.8438559999,358,958,0,,0
